Month,Total_Inflows,Active_Accounts,ACHoutPerActive,ACHoutShare,ACHoutQuantity,ACHoutAmount,ACHoutRate,RTPoutPerActive,RTPoutShare,RTPoutQuantity,RTPoutAmount,RTPoutRate,WireOutPerActive,WireOutShare,WireOutQuantity,WireOutAmount,WireOutRate,DebitCardTransactionsPerActive,DebitCardTransactionShare,DebitCardTransactionsQuantity,DebitCardTransactionAmount,DebitCardTransactionRate,PQ_Total_Inflows,PQ_Active_Accounts,PQ_ACHoutPerActive,PQ_ACHoutShare,PQ_ACHoutQuantity,PQ_ACHoutAmount,PQ_ACHoutRate,PQ_RTPoutPerActive,PQ_RTPoutShare,PQ_RTPoutQuantity,PQ_RTPoutAmount,PQ_RTPoutRate,PQ_WireOutPerActive,PQ_WireOutShare,PQ_WireOutQuantity,PQ_WireOutAmount,PQ_WireOutRate,PQ_DebitPerActive,PQ_DebitShare,PQ_DebitQuantity,PQ_DebitAmount,PQ_DebitRate,Delta_ACH_Share,Delta_ACH_Qty,Delta_ACH_Amt,Delta_ACH_Rate,Delta_RTP_Share,Delta_RTP_Qty,Delta_RTP_Amt,Delta_RTP_Rate,Delta_Wire_Share,Delta_Wire_Qty,Delta_Wire_Amt,Delta_Wire_Rate,Abs_Delta_Wire_Amt
9,111551400,30000,1.4699999,0.4023255,44100,44879973,1017.686463,0.63,0.1724252,18900,19234272,1017.686349,0.0013416,0.00016935,40,18891,472.275,9,0.853363675,270000,40465024,149.8704593,111551400,30000,1.47,0.40232565,44100,44879990,1017.686848,0.63,0.1724253,18900,19234284,1017.686984,0.001341667,0.000180079,40,20088,502.2,9,0.85401309,270000,40494771,149.9806333,-1.5E-07,0,-17,-0.000385073,-1E-07,0,-12,-0.000635127,-1.07286E-05,0,-1197,-29.925,1197
27,462625600,140000,1.96,0.4024861,274400,186200374,678.5727915,0.84,0.1724939,117600,79800094,678.5722279,0.0013333,0.000242173,187,112035,599.1176471,20.5000001,0.854906521,2870000,168000328,58.53669965,462625600,140000,1.96,0.402486025,274400,186200339,678.572664,0.84,0.172494,117600,79800140,678.572619,0.001333333,0.00024445,187,113089,604.7540107,20.5,0.85490652,2870000,167999417,58.53638223,7.5E-08,0,35,0.000127506,-1E-07,0,-46,-0.000391148,-2.2772E-06,0,-1054,-5.636363595,1054
8,85698742,23333,1.3066666,0.4022858,30488,34475387,1130.785457,0.56,0.1724082,13066,14775166,1130.810194,0.0013444,0.00016935,31,14513,468.1612903,8,0.853363675,186664,31091176,166.5622509,85698741.67,23333,1.306666667,0.4022859,30488,34475395,1130.785719,0.56,0.172408267,13066,14775172,1130.810654,0.001344444,0.000176502,31,15126,487.9354839,8,0.853796618,186664,31106414,166.6438842,-1E-07,0,-8,-0.000261971,-6.66667E-08,0,-6,-0.000459605,-7.1524E-06,0,-613,-19.77419357,613
26,440597300,133333,1.96,0.4024832,261333,177333011,678.5710607,0.84,0.1724927,112000,75999818,678.5698036,0.0013333,0.000242146,178,106689,599.3764045,20.3333334,0.854892088,2711104,159999707,59.01644017,440597300,133333,1.96,0.40248315,261332,177332989,678.5735731,0.84,0.172492767,111999,75999847,678.5761212,0.001333333,0.000240874,178,106128,596.2247191,20.33333333,0.854892087,2711104,160000181,59.016615,5E-08,1,22,-0.002512379,-6.66667E-08,1,-29,-0.006317615,0.000001272,0,561,3.151685399,561
7,58924588,16666,1.1433333,0.4022461,19055,23702186,1243.88276,0.49,0.1723912,8166,10158080,1243.948077,0.0013472,0.00016935,22,9979,453.5909091,7,0.853363675,116662,21380466,183.2684679,58924587.5,16666,1.143333333,0.40224615,19054,23702188,1243.948147,0.49,0.172391233,8166,10158082,1243.948322,0.001347222,0.000172926,22,10190,463.1818182,7,0.853580147,116662,21385706,183.313384,-5E-08,1,-2,-0.065387371,-3.33333E-08,0,-2,-0.000245312,-3.5762E-06,0,-211,-9.590909082,211
1,1650500,1000,0.98,0.4029082,980,665000,678.5714286,0.42,0.1726749,420,285000,678.5714286,0.001,0.000151469,1,250,250,4,0.856836844,4000,600000,150,1650500,1000,0.98,0.4029082,980,665000,678.5714286,0.42,0.1726749,420,285000,678.5714286,0.001,0.000151469,1,250,250,4,0.856836844,4000,600000,150,0,0,0,2.8571E-08,0,0,0,2.8571E-08,0,0,0,0,0
2,5547300,2800,0.98,0.4027678,2744,2234274,814.2397959,0.42,0.1726148,1176,957546,814.2397959,0.00107,0.000155045,3,860,286.6666667,4.4,0.85614221,12320,2015890,163.6274351,5547300,2800,0.98,0.40276784,2744,2234274,814.2397959,0.42,0.17261476,1176,957546,814.2397959,0.00107,0.000155045,3,860,286.6666667,4.4,0.85614221,12320,2015890,163.6274351,-4E-08,0,0,-1.8367E-08,4E-08,0,0,-1.8367E-08,-2E-10,0,0,3.3333E-08,0
3,10635840,4600,0.98,0.4026274,4508,4282281,949.9292369,0.42,0.1725547,1932,1835264,949.9296066,0.00114,0.000158621,5,1687,337.4,4.8,0.855447576,22080,3863721,174.9873641,10635840,4600,0.98,0.40262748,4508,4282281,949.9292369,0.42,0.17255462,1932,1835263,949.929089,0.00114,0.000158621,5,1687,337.4,4.8,0.855447576,22080,3863722,174.9874094,-8E-08,0,0,-1.2156E-08,8E-08,0,1,0.000517573,-4E-10,0,0,0,0
4,16918540,6400,0.98,0.402487,6272,6809492,1085.697066,0.42,0.1724946,2688,2918357,1085.698289,0.00121,0.000162197,8,2744,343,5.2,0.854752942,33280,6143919,184.6129507,16918540,6400,0.98,0.40248712,6272,6809494,1085.697385,0.42,0.17249448,2688,2918355,1085.697545,0.00121,0.000162198,8,2744,343,5.2,0.854752943,33280,6143919,184.6129507,-1.2E-07,0,-2,-0.000319204,1.2E-07,0,2,0.000744357,-6E-10,0,0,0,0
5,24395040,8200,0.98,0.4023466,8036,9815261,1221.411274,0.42,0.1724345,3444,4206547,1221.413182,0.00128,0.000165773,10,4044,404.4,5.6,0.854058308,45920,8855891,192.8547692,24395040,8200,0.98,0.40234676,8036,9815265,1221.411772,0.42,0.17243434,3444,4206543,1221.412021,0.00128,0.000165774,10,4044,404.4,5.6,0.854058309,45920,8855891,192.8547692,-1.6E-07,0,-4,-0.000498026,1.6E-07,0,4,0.001161094,-8E-10,0,0,0,0
6,33067600,10000,0.98,0.4022064,9800,13300000,1357.142857,0.42,0.1723742,4200,5700000,1357.142857,0.00135,0.00016935,14,5600,400,6,0.853363675,60000,12000000,200,33067600,10000,0.98,0.4022064,9800,13300000,1357.142857,0.42,0.1723742,4200,5700001,1357.143095,0.00135,0.00016935,14,5600,400,6,0.853363675,60000,11999999,199.9999833,0,0,0,-1.4286E-07,0,0,-1,-0.000238238,0,0,0,0,0
12,165240000,50000,1.96,0.4024449,98000,66500000,678.5714286,0.84,0.1724764,42000,28500000,678.5714286,0.0013333,0.000223009,67,36850,550,12,0.854662504,600000,60000000,100,165240000,50000,1.96,0.4024449,98000,66499995,678.5713776,0.84,0.1724764,42000,28500000,678.5714286,0.001333333,0.000223009,67,36850,550,12,0.854662504,600000,60000004,100.0000067,0,0,5,5.1049E-05,0,0,0,2.8571E-08,0,0,0,0,0
24,396544000,120000,1.96,0.4024774,235200,159600000,678.5714286,0.84,0.1724903,100800,68400000,678.5714286,0.0013333,0.000242092,160,96000,600,20,0.854863222,2400000,144000000,60,396544000,120000,1.96,0.4024774,235200,159599998,678.5714201,0.84,0.1724903,100800,68399994,678.571369,0.001333333,0.000242092,160,96000,600,20,0.854863222,2400000,144000007,60.00000292,0,0,2,8.53197E-06,0,0,6,5.95524E-05,0,0,0,0,0
36,660850000,200000,1.96,0.4025119,392000,266000000,678.5714286,0.84,0.1725051,168000,114000000,678.5714286,0.0013333,0.000242415,267,160200,600,22,0.855036414,4400000,240000000,54.54545455,660850000,200000,1.96,0.4025119,392000,265999989,678.5714005,0.84,0.1725051,168000,113999995,678.5713988,0.001333333,0.000242415,267,160200,600,22,0.855036414,4400000,240000014,54.54545773,0,0,11,2.80898E-05,0,0,5,2.97905E-05,0,0,0,0,0
